AA799301_PROBE1	AA799301	Lgtn protein (DBSS)
NM_013148_PROBE1	NM_013148	5-hydroxytryptamine (serotonin) receptor 5A
NM_013149_PROBE1	NM_013149	aryl hydrocarbon receptor
NM_013151_PROBE1	NM_013151	plasminogen activator, tissue
NM_013153_PROBE1	NM_013153	hyaluronan synthase 2
NM_013154_PROBE1	NM_013154	inositol polyphosphate 5-phosphatase
NM_013159_PROBE1	NM_013159	insulin degrading enzyme
NM_013165_PROBE1	NM_013165	cholecystokinin B receptor
NM_013166_PROBE1	NM_013166	ciliary neurotrophic factor
NM_013167_PROBE1	NM_013167	uncoupling protein 3
NM_013169_PROBE1	NM_013169	CD3 antigen delta polypeptide
NM_013172_PROBE1	NM_013172	myogenic factor 6
NM_013174_PROBE1	NM_013174	transforming growth factor, beta 3
NM_013175_PROBE1	NM_013175	secretory granule neuroendocrine protein 1
NM_013176_PROBE1	NM_013176	transcription factor 12
NM_013177_PROBE1	NM_013177	glutamate oxaloacetate transaminase 2
NM_013178_PROBE1	NM_013178	sodium channel, voltage-gated, type IV, alpha polypeptide
NM_013179_PROBE1	NM_013179	hypocretin
NM_013185_PROBE1	NM_013185	hemopoietic cell kinase
NM_013186_PROBE1	NM_013186	potassium voltage gated channel, Shab-related subfamily, member 1
NM_013187_PROBE1	NM_013187	phospholipase C, gamma 1
NM_013190_PROBE1	NM_013190	phosphofructokinase, liver, B-type
NM_013191_PROBE1	NM_013191	S100 protein, beta polypeptide
NM_013196_PROBE1	NM_013196	peroxisome proliferator activated receptor alpha
NM_013197_PROBE1	NM_013197	aminolevulinic acid synthase 2
NM_013200_PROBE1	NM_013200	carnitine palmitoyltransferase 1b
NM_013215_PROBE1	NM_013215	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)
NM_013216_PROBE1	NM_013216	Ras homolog enriched in brain
NM_013217_PROBE1	NM_013217	afadin
NM_013218_PROBE1	NM_013218	adenylate kinase 3
NM_013221_PROBE1	NM_013221	HMG-box containing protein 1
NM_013222_PROBE1	NM_013222	growth factor, erv1 -like
NM_013223_PROBE1	NM_013223	eukaryotic translation initiation factor 2 alpha kinase 1
NM_013224_PROBE1	NM_013224	ribosomal protein S26
NM_013225_PROBE1	NM_013225	contactin 6
NM_013226_PROBE1	NM_013226	ribosomal protein L32
NM_013413_PROBE1	NM_013413	relaxin 1
NM_016986_PROBE1	NM_016986	acetyl-coenzyme A dehydrogenase, medium chain
NM_016987_PROBE1	NM_016987	ATP citrate lyase
NM_016988_PROBE1	NM_016988	Acid phosphatase 2 (Non-specific probe)
NM_016994_PROBE1	NM_016994	complement component 3
NM_016995_PROBE1	NM_016995	complement component 4 binding protein, pseudogene 1
NM_016996_PROBE1	NM_016996	calcium-sensing receptor
NM_016998_PROBE1	NM_016998	carboxypeptidase A1
NM_017000_PROBE1	NM_017000	NAD(P)H dehydrogenase, quinone 1
NM_017003_PROBE1	NM_017003	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)
NM_017005_PROBE1	NM_017005	fumarate hydratase 1
NM_017006_PROBE1	NM_017006	glucose-6-phosphate dehydrogenase
NM_017010_PROBE1	NM_017010	Glutamate receptor, ionotropic, N-methyl D-aspartate 1 (Non-specific probe)
NM_017011_PROBE1	NM_017011	glutamate receptor, metabotropic 1
NM_017013_PROBE1	NM_017013	Glutathione S-transferase, alpha 1 (Non-specific probe)
NM_017014_PROBE1	NM_017014	glutathione S-transferase, mu 1
NM_017015_PROBE1	NM_017015	glucuronidase, beta
NM_017017_PROBE1	NM_017017	hepatocyte growth factor
NM_017019_PROBE1	NM_017019	interleukin 1 alpha
NM_017020_PROBE1	NM_017020	interleukin 6 receptor
NM_017021_PROBE1	NM_017021	interleukin 9 receptor
NM_017024_PROBE1	NM_017024	lecithin cholesterol acyltransferase
NM_017025_PROBE1	NM_017025	lactate dehydrogenase A
NM_017026_PROBE1	NM_017026	myelin basic protein
NM_017027_PROBE1	NM_017027	myelin protein zero
NM_017029_PROBE1	NM_017029	neurofilament 3, medium
NM_017030_PROBE1	NM_017030	propionyl coenzyme A carboxylase, beta polypeptide
NM_017033_PROBE1	NM_017033	phosphoglucomutase 1
NM_017034_PROBE1	NM_017034	proviral integration site 1
NM_017035_PROBE1	NM_017035	phospholipase C, delta 1
NM_017037_PROBE1	NM_017037	peripheral myelin protein 22
NM_017038_PROBE1	NM_017038	protein phosphatase 1A, magnesium dependent, alpha isoform
NM_017039_PROBE1	NM_017039	protein phosphatase 2a, catalytic subunit, alpha isoform
NM_017040_PROBE1	NM_017040	protein phosphatase 2a, catalytic subunit, beta isoform
NM_017044_PROBE1	NM_017044	parathyroid hormone
NM_017047_PROBE1	NM_017047	solute carrier family 10 (sodium/bile acid cotransporter family), member 1
NM_017048_PROBE1	NM_017048	solute carrier family 4, member 2
NM_017049_PROBE1	NM_017049	solute carrier family 4, member 3
NM_017050_PROBE1	NM_017050	superoxide dismutase 1
NM_017051_PROBE1	NM_017051	superoxide dismutase 2, mitochondrial
NM_017058_PROBE1	NM_017058	vitamin D receptor
NM_017059_PROBE1	NM_017059	Bcl2-associated X protein
NM_017060_PROBE1	NM_017060	HRAS like suppressor
NM_017062_PROBE1	NM_017062	reversion induced LIM gene
NM_017063_PROBE1	NM_017063	karyopherin (importin) beta 1
NM_017064_PROBE1	NM_017064	signal transducer and activator of transcription 5A
NM_017065_PROBE1	NM_017065	gamma-aminobutyric acid receptor, subunit beta 3
NM_017066_PROBE1	NM_017066	pleiotrophin
NM_017067_PROBE1	NM_017067	choroidermia
NM_017068_PROBE1	NM_017068	lysosomal membrane glycoprotein 2
NM_017073_PROBE1	NM_017073	glutamine synthetase 1
NM_017074_PROBE1	NM_017074	CTL target antigen
NM_017075_PROBE1	NM_017075	acetyl-coenzyme A acetyltransferase 1
NM_017076_PROBE1	NM_017076	poliovirus receptor
NM_017077_PROBE1	NM_017077	forkhead box A3
NM_017079_PROBE1	NM_017079	CD1d1 antigen
NM_017081_PROBE1	NM_017081	hydroxysteroid 11-beta dehydrogenase 2
NM_017083_PROBE1	NM_017083	myosin 5B
NM_017084_PROBE1	NM_017084	glycine N-methyltransferase
NM_017087_PROBE1	NM_017087	biglycan
NM_017089_PROBE1	NM_017089	ephrin B1
NM_017090_PROBE1	NM_017090	guanylate cyclase 1, soluble, alpha 3
NM_017092_PROBE1	NM_017092	TYRO3 protein tyrosine kinase 3
NM_017094_PROBE1	NM_017094	growth hormone receptor
NM_017097_PROBE1	NM_017097	cathepsin C
NM_017099_PROBE1	NM_017099	potassium inwardly-rectifying channel, subfamily J, member 8
NM_017101_PROBE1	NM_017101	Peptidylprolyl isomerase A (Non-specific probe)
NM_017104_PROBE1	NM_017104	colony stimulating factor 3 (granulocyte)
NM_017105_PROBE1	NM_017105	bone morphogenetic protein 3
NM_017110_PROBE1	NM_017110	cocaine and amphetamine regulated transcript
NM_017111_PROBE1	NM_017111	solute carrier family 21, member 1
NM_017112_PROBE1	NM_017112	hepsin
NM_017113_PROBE1	NM_017113	granulin
NM_017115_PROBE1	NM_017115	myogenin
NM_017117_PROBE1	NM_017117	calpain 3
NM_017122_PROBE1	NM_017122	hippocalcin
NM_017123_PROBE1	NM_017123	amphiregulin
NM_017124_PROBE1	NM_017124	CD37 antigen
NM_017125_PROBE1	NM_017125	CD63 antigen
NM_017127_PROBE1	NM_017127	choline kinase alpha
NM_017129_PROBE1	NM_017129	cardiotrophin 1
NM_017130_PROBE1	NM_017130	neuraminidase 2
NM_017131_PROBE1	NM_017131	calsequestrin 2
NM_017134_PROBE1	NM_017134	arginase 1
NM_017135_PROBE1	NM_017135	adenylate kinase 3-like 2
NM_017136_PROBE1	NM_017136	squalene epoxidase
NM_017139_PROBE1	NM_017139	preproenkephalin, related sequence
NM_017141_PROBE1	NM_017141	polymerase (DNA directed), beta
NM_017143_PROBE1	NM_017143	coagulation factor X
NM_017144_PROBE1	NM_017144	troponin I, cardiac
NM_017147_PROBE1	NM_017147	cofilin 1
NM_017148_PROBE1	NM_017148	cysteine and glycine-rich protein 1
NM_017149_PROBE1	NM_017149	mesenchyme homeo box 2
NM_017150_PROBE1	NM_017150	ribosomal protein L29
NM_017151_PROBE1	NM_017151	ribosomal protein S15
NM_017152_PROBE1	NM_017152	ribosomal protein S17
NM_017153_PROBE1	NM_017153	ribosomal protein S3a
NM_017154_PROBE1	NM_017154	steroid 5-alpha-reductase 2
NM_017158_PROBE1	NM_017158	cytochrome P450, 2c39
NM_017159_PROBE1	NM_017159	histidine ammonia lyase
NM_017160_PROBE1	NM_017160	ribosomal protein S6
NM_017161_PROBE1	NM_017161	adenosine A2B receptor
NM_017163_PROBE1	NM_017163	solute carrier family 6 (neurotransmitter transporter), member 18
NM_017166_PROBE1	NM_017166	stathmin 1
NM_017167_PROBE1	NM_017167	opioid receptor, kappa 1
NM_017168_PROBE1	NM_017168	phospholipase C, gamma 2
NM_017169_PROBE1	NM_017169	peroxiredoxin 2
NM_017170_PROBE1	NM_017170	Serum amyloid P-component (Non-specific probe)
NM_017173_PROBE1	NM_017173	serine (or cysteine) proteinase inhibitor, clade H, member 1
NM_017174_PROBE1	NM_017174	phospholipase A2, group V
NM_017175_PROBE1	NM_017175	protein kinase N1
NM_017177_PROBE1	NM_017177	choline kinase beta
NM_017178_PROBE1	NM_017178	bone morphogenetic protein 2
NM_017179_PROBE1	NM_017179	Unc4.1 homeobox (C. elegans)
NM_017180_PROBE1	NM_017180	pleckstrin homology-like domain, family A, member 1
NM_017181_PROBE1	NM_017181	fumarylacetoacetate hydrolase
NM_017182_PROBE1	NM_017182	H2A histone family, member Y
NM_017185_PROBE1	NM_017185	troponin 1, type 2
NM_017186_PROBE1	NM_017186	glial cells missing homolog 1 (Drosophila)
NM_017187_PROBE1	NM_017187	hypothetical gene supported by NM_017187 (high mobility group box 2 ) (Non-specific probe)
NM_017188_PROBE1	NM_017188	UNC-119 homolog (C. elegans)
NM_017189_PROBE1	NM_017189	asialoglycoprotein receptor 2
NM_017190_PROBE1	NM_017190	myelin-associated glycoprotein
NM_017192_PROBE1	NM_017192	endothelial differentiation, sphingolipid G-protein-coupled receptor, 5
NM_017193_PROBE1	NM_017193	aminoadipate aminotransferase
NM_017194_PROBE1	NM_017194	cholinergic receptor, nicotinic, epsilon polypeptide
NM_017195_PROBE1	NM_017195	growth associated protein 43
NM_017199_PROBE1	NM_017199	signal sequence receptor 4
NM_017200_PROBE1	NM_017200	tissue factor pathway inhibitor
NM_017201_PROBE1	NM_017201	S-adenosylhomocysteine hydrolase
NM_017204_PROBE1	NM_017204	microtubule-associated protein 6
NM_017207_PROBE1	NM_017207	transient receptor potential cation channel, subfamily V, member 2
NM_017208_PROBE1	NM_017208	lipopolysaccharide binding protein
NM_017209_PROBE1	NM_017209	nuclear receptor binding factor 1
NM_017210_PROBE1	NM_017210	deiodinase, iodothyronine, type III
NM_017211_PROBE1	NM_017211	golgi apparatus protein 1
NM_017212_PROBE1	NM_017212	microtubule-associated protein tau
NM_017213_PROBE1	NM_017213	outer dense fiber of sperm tails 2
NM_017214_PROBE1	NM_017214	regulator of G-protein signaling 4
NM_017215_PROBE1	NM_017215	solute carrier family 1 (glial high affinity glutamate transporter), member 2
NM_017216_PROBE1	NM_017216	solute carrier family 3, member 1
NM_017217_PROBE1	NM_017217	solute carrier family 7, member 3
NM_017220_PROBE1	NM_017220	6-pyruvoyl-tetrahydropterin synthase
NM_017222_PROBE1	NM_017222	solute carrier family 10, member 2
NM_017225_PROBE1	NM_017225	phosphatidylcholine transfer protein
NM_017230_PROBE1	NM_017230	peptidyl arginine deiminase, type III
NM_017231_PROBE1	NM_017231	Phosphatidylinositol transfer protein (Non-specific probe)
NM_017235_PROBE1	NM_017235	hydroxysteroid (17-beta) dehydrogenase 7
NM_017237_PROBE1	NM_017237	ubiquitin carboxy-terminal hydrolase L1
NM_017238_PROBE1	NM_017238	vasoactive intestinal peptide receptor 2
NM_017241_PROBE1	NM_017241	glutamate receptor, ionotropic, kainate 1
NM_017243_PROBE1	NM_017243	phosphoribosyl pyrophosphate synthetase 1
NM_017246_PROBE1	NM_017246	mitogen activated protein kinase kinase 5
NM_017248_PROBE1	NM_017248	heterogeneous nuclear ribonucleoprotein A1
NM_017250_PROBE1	NM_017250	5-hydroxytryptamine (serotonin) receptor 2B
NM_017251_PROBE1	NM_017251	gap junction membrane channel protein beta 1
NM_017257_PROBE1	NM_017257	protease (prosome, macropain) 28 subunit, beta
NM_017259_PROBE1	NM_017259	B-cell translocation gene 2, anti-proliferative
NM_017260_PROBE1	NM_017260	arachidonate 5-lipoxygenase activating protein
NM_017261_PROBE1	NM_017261	glutamate receptor, ionotropic, 2
NM_017262_PROBE1	NM_017262	glutamate receptor, ionotropic, kainate 5
NM_017264_PROBE1	NM_017264	protease (prosome, macropain) 28 subunit, alpha
NM_017267_PROBE1	NM_017267	translocator of inner mitochondrial membrane 44
NM_017268_PROBE1	NM_017268	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1
NM_017269_PROBE1	NM_017269	protein tyrosine phosphatase, receptor type, J
NM_017270_PROBE1	NM_017270	alcohol dehydrogenase 4 (class II), pi polypeptide
NM_017271_PROBE1	NM_017271	nuclear distribution gene C homolog (Aspergillus)
NM_017274_PROBE1	NM_017274	glycerol-3-phosphate acyltransferase, mitochondrial
NM_017275_PROBE1	NM_017275	pregnancy upregulated non-ubiquitously expressed CaM kinase
NM_017276_PROBE1	NM_017276	GDP dissociation inhibitor 2
NM_017278_PROBE1	NM_017278	proteasome (prosome, macropain) subunit, alpha type 1
NM_017279_PROBE1	NM_017279	proteasome (prosome, macropain) subunit, alpha type 2
NM_017280_PROBE1	NM_017280	ubiquitin ligase E3 alpha-II (DBSS) (Non-specific probe)
NM_017281_PROBE1	NM_017281	proteasome (prosome, macropain) subunit, alpha type 4
NM_017282_PROBE1	NM_017282	proteasome (prosome, macropain) subunit, alpha type 5
NM_017283_PROBE1	NM_017283	proteasome (prosome, macropain) subunit, alpha type 6
NM_017284_PROBE1	NM_017284	proteasome (prosome, macropain) subunit, beta type 2
NM_017286_PROBE1	NM_017286	cytochrome P450, family 11, subfamily a, polypeptide 1
NM_017288_PROBE1	NM_017288	sodium channel, voltage-gated, type I, beta polypeptide
NM_017289_PROBE1	NM_017289	gamma-aminobutyric acid A receptor, delta
NM_017292_PROBE1	NM_017292	gamma-aminobutyric acid A receptor, rho 2
NM_017299_PROBE1	NM_017299	solute carrier family 19, member 1
NM_017300_PROBE1	NM_017300	bile acid-Coenzyme A: amino acid N-acyltransferase
NM_017304_PROBE1	NM_017304	potassium voltage-gated channel, shaker-related subfamily, beta member 2
NM_017305_PROBE1	NM_017305	glutamate cysteine ligase, modifier subunit
NM_017310_PROBE1	NM_017310	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
NM_017311_PROBE1	NM_017311	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1
NM_017312_PROBE1	NM_017312	Bcl-2-related ovarian killer protein
NM_017313_PROBE1	NM_017313	rabin 3
NM_017316_PROBE1	NM_017316	solute carrier family 23 (nucleobase transporters), member 2
NM_017317_PROBE1	NM_017317	low Mr GTP-binding protein
NM_017319_PROBE1	NM_017319	glucose regulated protein, 58 kDa
NM_017320_PROBE1	NM_017320	cathepsin S
NM_017322_PROBE1	NM_017322	stress activated protein kinase alpha II
NM_017323_PROBE1	NM_017323	TR4 orphan receptor
NM_017325_PROBE1	NM_017325	runt related transcription factor 1
NM_017326_PROBE1	NM_017326	calmodulin 2
NM_017327_PROBE1	NM_017327	guanine nucleotide binding protein, alpha o
NM_017330_PROBE1	NM_017330	perforin 1 (pore forming protein)
NM_017331_PROBE1	NM_017331	tropomyosin 1, alpha
NM_017332_PROBE1	NM_017332	fatty acid synthase
NM_017333_PROBE1	NM_017333	endothelin receptor type B
NM_017335_PROBE1	NM_017335	GABA transporter
NM_017337_PROBE1	NM_017337	phosphodiesterase 3A
NM_017340_PROBE1	NM_017340	acyl-Coenzyme A oxidase 1, palmitoyl
NM_017341_PROBE1	NM_017341	lipase, gastric
NM_017342_PROBE1	NM_017342	surfactant associated protein C
NM_017344_PROBE1	NM_017344	glycogen synthase kinase 3 alpha
NM_017345_PROBE1	NM_017345	neural cell adhesion molecule L1
NM_017346_PROBE1	NM_017346	calcium channel, voltage-dependent, beta 1 subunit
NM_017348_PROBE1	NM_017348	choline transporter
NM_017349_PROBE1	NM_017349	FXYD domain-containing ion transport regulator 2
NM_017353_PROBE1	NM_017353	tumor-associated protein 1
NM_017354_PROBE1	NM_017354	neurotrimin
NM_017355_PROBE1	NM_017355	RAB4B, member RAS oncogene family
NM_017356_PROBE1	NM_017356	neural visinin-like Ca2+-binding protein type 3
NM_017357_PROBE1	NM_017357	neural visinin-like Ca2+-binding protein type 2
NM_017359_PROBE1	NM_017359	Ras-related protein rab10 (Non-specific probe)
NM_017361_PROBE1	NM_017361	nucleoporin p54
NM_017364_PROBE1	NM_017364	zinc finger protein 260
NM_017365_PROBE1	NM_017365	PDZ and LIM domain 1
NM_019122_PROBE1	NM_019122	synaptotagmin 3
NM_019123_PROBE1	NM_019123	sialyltransferase 7c
NM_019124_PROBE1	NM_019124	rabaptin 5
NM_019125_PROBE1	NM_019125	probasin
NM_019126_PROBE1	NM_019126	Carcinoembryonic antigen gene family (CGM3)
NM_019128_PROBE1	NM_019128	internexin, alpha
NM_019135_PROBE1	NM_019135	tumor necrosis factor receptor superfamily, member 8
NM_019136_PROBE1	NM_019136	arginine vasopressin receptor 2
NM_019137_PROBE1	NM_019137	early growth response 4
NM_019143_PROBE1	NM_019143	fibronectin 1
NM_019144_PROBE1	NM_019144	acid phosphatase 5, tartrate resistant
NM_019145_PROBE1	NM_019145	cholinergic receptor, nicotinic, gamma polypeptide
NM_019147_PROBE1	NM_019147	jagged 1
NM_019150_PROBE1	NM_019150	urocortin
NM_019152_PROBE1	NM_019152	calpain 1
NM_019153_PROBE1	NM_019153	fibulin 5
NM_019155_PROBE1	NM_019155	caveolin 3
NM_019156_PROBE1	NM_019156	vitronectin
NM_019157_PROBE1	NM_019157	aquaporin 7
NM_019163_PROBE1	NM_019163	presenilin 1
NM_019165_PROBE1	NM_019165	interleukin 18
NM_019167_PROBE1	NM_019167	beta-spectrin 3
NM_019168_PROBE1	NM_019168	arginase 2
NM_019175_PROBE1	NM_019175	kallikrein 6
NM_019179_PROBE1	NM_019179	thymidylate synthase
NM_019180_PROBE1	NM_019180	mast cell protease 6
NM_019186_PROBE1	NM_019186	ADP-ribosylation-like 4
NM_019187_PROBE1	NM_019187	coenzyme Q3 homolog, methyltransferase (yeast)
NM_019189_PROBE1	NM_019189	hyaluronan and proteoglycan link protein 1
NM_019191_PROBE1	NM_019191	MAD homolog 2 (Drosophila)
NM_019192_PROBE1	NM_019192	selenoprotein P, plasma, 1
NM_019196_PROBE1	NM_019196	multiple PDZ domain protein
NM_019199_PROBE1	NM_019199	fibroblast growth factor 18
NM_019201_PROBE1	NM_019201	C-terminal binding protein 1
NM_019202_PROBE1	NM_019202	phospholipase A2, group 2C
NM_019203_PROBE1	NM_019203	testis specific X-linked gene
NM_019204_PROBE1	NM_019204	beta-site APP cleaving enzyme
NM_019205_PROBE1	NM_019205	small inducible cytokine subfamily A11
NM_019206_PROBE1	NM_019206	serine/threonine kinase 10
NM_019208_PROBE1	NM_019208	multiple endocrine neoplasia 1
NM_019211_PROBE1	NM_019211	RAS guanyl releasing protein 1
NM_019213_PROBE1	NM_019213	jumping translocation breakpoint
NM_019214_PROBE1	NM_019214	solute carrier family 26, member 4
NM_019216_PROBE1	NM_019216	growth differentiation factor 15
NM_019218_PROBE1	NM_019218	neurogenic differentiation 1
NM_019219_PROBE1	NM_019219	retinoblastoma binding protein 9
NM_019220_PROBE1	NM_019220	amino-terminal enhancer of split
NM_019222_PROBE1	NM_019222	coronin, actin-binding protein, 1B
NM_019223_PROBE1	NM_019223	NADH dehydrogenase (ubiquinone) Fe-S protein 6
NM_019230_PROBE1	NM_019230	solute carrier family 22, member 3
NM_019233_PROBE1	NM_019233	chemokine (C-C motif) ligand 20
NM_019234_PROBE1	NM_019234	dynein, cytoplasmic, intermediate chain 1
NM_019237_PROBE1	NM_019237	procollagen C-proteinase enhancer protein
NM_019238_PROBE1	NM_019238	farnesyl diphosphate farnesyl transferase 1
NM_019239_PROBE1	NM_019239	mannoside acetyl glucosaminyltransferase 3
NM_019240_PROBE1	NM_019240	gap junction membrane channel protein beta 3
NM_019241_PROBE1	NM_019241	gap junction membrane channel protein beta 5
NM_019242_PROBE1	NM_019242	interferon-related developmental regulator 1
NM_019243_PROBE1	NM_019243	prostaglandin F2 receptor negative regulator
NM_019246_PROBE1	NM_019246	proprotein convertase subtilisin/kexin type 7
NM_019251_PROBE1	NM_019251	blocked early in transport 1 homolog (S.cerevisiae)
NM_019252_PROBE1	NM_019252	dolichol-phosphate mannosyltransferase 2
NM_019255_PROBE1	NM_019255	calcium channel, voltage-dependent, gamma subunit 1
NM_019256_PROBE1	NM_019256	purinergic receptor P2X, ligand-gated ion channel, 7
NM_019257_PROBE1	NM_019257	splicing factor, arginine/serine-rich 5
NM_019258_PROBE1	NM_019258	cystatin 8
NM_019259_PROBE1	NM_019259	complement component 1, q subcomponent binding protein
NM_019262_PROBE1	NM_019262	complement component 1, q subcomponent, beta polypeptide
NM_019271_PROBE1	NM_019271	stress 70 protein chaperone, microsome-associated, 60kD human homolog
NM_019272_PROBE1	NM_019272	semaphorin 4f
NM_019273_PROBE1	NM_019273	potassium large conductance calcium-activated channel, subfamily M, beta member 1
